film_id,title,release_year,rating
1,ACADEMY DINOSAUR,2006,PG
2,ACE GOLDFINGER,2006,G
3,ADAPTATION HOLES,2006,NC-17
4,AFFAIR PREJUDICE,2006,G
5,AFRICAN EGG,2006,G
6,AGENT TRUMAN,2006,PG
7,AIRPLANE SIERRA,2006,PG-13
8,AIRPORT POLLOCK,2006,R
9,ALABAMA DEVIL,2006,PG-13
10,ALADDIN CALENDAR,2006,NC-17
11,ALAMO VIDEOTAPE,2006,G
12,ALASKA PHANTOM,2006,PG
13,ALI FOREVER,2006,PG
14,ALICE FANTASIA,2006,NC-17
15,ALIEN CENTER,2006,NC-17
16,ALLEY EVOLUTION,2006,NC-17
17,ALONE TRIP,2006,R
18,ALTER VICTORY,2006,PG-13
19,AMADEUS HOLY,2006,PG
20,AMELIE HELLFIGHTERS,2006,R
21,AMERICAN CIRCUS,2006,R
22,AMISTAD MIDSUMMER,2006,G
23,ANACONDA CONFESSIONS,2006,R
24,ANALYZE HOOSIERS,2006,R
25,ANGELS LIFE,2006,G
26,ANNIE IDENTITY,2006,G
27,ANONYMOUS HUMAN,2006,NC-17
28,ANTHEM LUKE,2006,PG-13
29,ANTITRUST TOMATOES,2006,NC-17
30,ANYTHING SAVANNAH,2006,R
31,APACHE DIVINE,2006,NC-17
32,APOCALYPSE FLAMINGOS,2006,R
33,APOLLO TEEN,2006,PG-13
34,ARABIA DOGMA,2006,NC-17
35,ARACHNOPHOBIA ROLLERCOASTER,2006,PG-13
36,ARGONAUTS TOWN,2006,PG-13
37,ARIZONA BANG,2006,PG
38,ARK RIDGEMONT,2006,NC-17
39,ARMAGEDDON LOST,2006,G
40,ARMY FLINTSTONES,2006,R
41,ARSENIC INDEPENDENCE,2006,PG
42,ARTIST COLDBLOODED,2006,NC-17
43,ATLANTIS CAUSE,2006,G
44,ATTACKS HATE,2006,PG-13
45,ATTRACTION NEWTON,2006,PG-13
46,AUTUMN CROW,2006,G
47,BABY HALL,2006,NC-17
48,BACKLASH UNDEFEATED,2006,PG-13
49,BADMAN DAWN,2006,R
50,BAKED CLEOPATRA,2006,G
51,BALLOON HOMEWARD,2006,NC-17
52,BALLROOM MOCKINGBIRD,2006,G
53,BANG KWAI,2006,NC-17
54,BANGER PINOCCHIO,2006,R
55,BARBARELLA STREETCAR,2006,G
56,BAREFOOT MANCHURIAN,2006,G
57,BASIC EASY,2006,PG-13
58,BEACH HEARTBREAKERS,2006,G
59,BEAR GRACELAND,2006,R
60,BEAST HUNCHBACK,2006,R
61,BEAUTY GREASE,2006,G
62,BED HIGHBALL,2006,NC-17
63,BEDAZZLED MARRIED,2006,PG
64,BEETHOVEN EXORCIST,2006,PG-13
65,BEHAVIOR RUNAWAY,2006,PG
66,BENEATH RUSH,2006,NC-17
67,BERETS AGENT,2006,PG-13
68,BETRAYED REAR,2006,NC-17
69,BEVERLY OUTLAW,2006,R
70,BIKINI BORROWERS,2006,NC-17
71,BILKO ANONYMOUS,2006,PG-13
72,BILL OTHERS,2006,PG
73,BINGO TALENTED,2006,PG-13
74,BIRCH ANTITRUST,2006,PG
75,BIRD INDEPENDENCE,2006,G
76,BIRDCAGE CASPER,2006,NC-17
77,BIRDS PERDITION,2006,G
78,BLACKOUT PRIVATE,2006,PG
79,BLADE POLISH,2006,PG-13
80,BLANKET BEVERLY,2006,G
81,BLINDNESS GUN,2006,PG-13
82,BLOOD ARGONAUTS,2006,G
83,BLUES INSTINCT,2006,G
84,BOILED DARES,2006,PG
85,BONNIE HOLOCAUST,2006,G
86,BOOGIE AMELIE,2006,R
87,BOONDOCK BALLROOM,2006,NC-17
88,BORN SPINAL,2006,PG
89,BORROWERS BEDAZZLED,2006,G
90,BOULEVARD MOB,2006,R
91,BOUND CHEAPER,2006,PG
92,BOWFINGER GABLES,2006,NC-17
93,BRANNIGAN SUNRISE,2006,PG
94,BRAVEHEART HUMAN,2006,PG-13
95,BREAKFAST GOLDFINGER,2006,G
96,BREAKING HOME,2006,PG-13
97,BRIDE INTRIGUE,2006,G
98,BRIGHT ENCOUNTERS,2006,PG-13
99,BRINGING HYSTERICAL,2006,PG
100,BROOKLYN DESERT,2006,R
101,BROTHERHOOD BLANKET,2006,R
102,BUBBLE GROSSE,2006,R
103,BUCKET BROTHERHOOD,2006,PG
104,BUGSY SONG,2006,G
105,BULL SHAWSHANK,2006,NC-17
106,BULWORTH COMMANDMENTS,2006,G
107,BUNCH MINDS,2006,G
108,BUTCH PANTHER,2006,PG-13
109,BUTTERFLY CHOCOLAT,2006,G
110,CABIN FLASH,2006,NC-17
111,CADDYSHACK JEDI,2006,NC-17
112,CALENDAR GUNFIGHT,2006,NC-17
113,CALIFORNIA BIRDS,2006,NC-17
114,CAMELOT VACATION,2006,NC-17
115,CAMPUS REMEMBER,2006,R
116,CANDIDATE PERDITION,2006,R
117,CANDLES GRAPES,2006,NC-17
118,CANYON STOCK,2006,R
119,CAPER MOTIONS,2006,G
120,CARIBBEAN LIBERTY,2006,NC-17
121,CAROL TEXAS,2006,PG
122,CARRIE BUNCH,2006,PG
123,CASABLANCA SUPER,2006,G
124,CASPER DRAGONFLY,2006,PG-13
125,CASSIDY WYOMING,2006,NC-17
126,CASUALTIES ENCINO,2006,G
127,CAT CONEHEADS,2006,G
128,CATCH AMISTAD,2006,G
129,CAUSE DATE,2006,R
130,CELEBRITY HORN,2006,PG-13
131,CENTER DINOSAUR,2006,PG
132,CHAINSAW UPTOWN,2006,PG
133,CHAMBER ITALIAN,2006,NC-17
134,CHAMPION FLATLINERS,2006,PG
135,CHANCE RESURRECTION,2006,R
136,CHAPLIN LICENSE,2006,NC-17
137,CHARADE DUFFEL,2006,PG
138,CHARIOTS CONSPIRACY,2006,R
139,CHASING FIGHT,2006,PG
140,CHEAPER CLYDE,2006,G
141,CHICAGO NORTH,2006,PG-13
142,CHICKEN HELLFIGHTERS,2006,PG
143,CHILL LUCK,2006,PG
144,CHINATOWN GLADIATOR,2006,PG
145,CHISUM BEHAVIOR,2006,G
146,CHITTY LOCK,2006,G
147,CHOCOLAT HARRY,2006,NC-17
148,CHOCOLATE DUCK,2006,R
149,CHRISTMAS MOONSHINE,2006,NC-17
150,CIDER DESIRE,2006,PG
151,CINCINATTI WHISPERER,2006,NC-17
152,CIRCUS YOUTH,2006,PG-13
153,CITIZEN SHREK,2006,G
154,CLASH FREDDY,2006,G
155,CLEOPATRA DEVIL,2006,PG-13
156,CLERKS ANGELS,2006,G
157,CLOCKWORK PARADISE,2006,PG-13
158,CLONES PINOCCHIO,2006,R
159,CLOSER BANG,2006,R
160,CLUB GRAFFITI,2006,PG-13
161,CLUE GRAIL,2006,NC-17
162,CLUELESS BUCKET,2006,R
163,CLYDE THEORY,2006,PG-13
164,COAST RAINBOW,2006,PG
165,COLDBLOODED DARLING,2006,G
166,COLOR PHILADELPHIA,2006,G
167,COMA HEAD,2006,NC-17
168,COMANCHEROS ENEMY,2006,R
169,COMFORTS RUSH,2006,NC-17
170,COMMAND DARLING,2006,PG-13
171,COMMANDMENTS EXPRESS,2006,R
172,CONEHEADS SMOOCHY,2006,NC-17
173,CONFESSIONS MAGUIRE,2006,PG-13
174,CONFIDENTIAL INTERVIEW,2006,NC-17
175,CONFUSED CANDLES,2006,PG-13
176,CONGENIALITY QUEST,2006,PG-13
177,CONNECTICUT TRAMP,2006,R
178,CONNECTION MICROCOSMOS,2006,G
179,CONQUERER NUTS,2006,G
180,CONSPIRACY SPIRIT,2006,PG-13
181,CONTACT ANONYMOUS,2006,PG-13
182,CONTROL ANTHEM,2006,G
183,CONVERSATION DOWNHILL,2006,R
184,CORE SUIT,2006,PG-13
185,COWBOY DOOM,2006,PG
186,CRAFT OUTFIELD,2006,NC-17
187,CRANES RESERVOIR,2006,NC-17
188,CRAZY HOME,2006,PG
189,CREATURES SHAKESPEARE,2006,NC-17
190,CREEPERS KANE,2006,NC-17
191,CROOKED FROGMEN,2006,PG-13
192,CROSSING DIVORCE,2006,R
193,CROSSROADS CASUALTIES,2006,G
194,CROW GREASE,2006,PG
195,CROWDS TELEMARK,2006,R
196,CRUELTY UNFORGIVEN,2006,G
197,CRUSADE HONEY,2006,R
198,CRYSTAL BREAKING,2006,NC-17
199,CUPBOARD SINNERS,2006,R
200,CURTAIN VIDEOTAPE,2006,PG-13
201,CYCLONE FAMILY,2006,PG
202,DADDY PITTSBURGH,2006,G
203,DAISY MENAGERIE,2006,G
204,DALMATIONS SWEDEN,2006,PG
205,DANCES NONE,2006,NC-17
206,DANCING FEVER,2006,G
207,DANGEROUS UPTOWN,2006,PG
208,DARES PLUTO,2006,PG-13
209,DARKNESS WAR,2006,NC-17
210,DARKO DORADO,2006,NC-17
211,DARLING BREAKING,2006,PG-13
212,DARN FORRESTER,2006,G
213,DATE SPEED,2006,R
214,DAUGHTER MADIGAN,2006,PG-13
215,DAWN POND,2006,PG
216,DAY UNFAITHFUL,2006,G
217,DAZED PUNK,2006,G
218,DECEIVER BETRAYED,2006,NC-17
219,DEEP CRUSADE,2006,PG-13
220,DEER VIRGINIAN,2006,NC-17
221,DELIVERANCE MULHOLLAND,2006,R
222,DESERT POSEIDON,2006,R
223,DESIRE ALIEN,2006,NC-17
224,DESPERATE TRAINSPOTTING,2006,G
225,DESTINATION JERK,2006,PG-13
226,DESTINY SATURDAY,2006,G
227,DETAILS PACKER,2006,R
228,DETECTIVE VISION,2006,PG-13
229,DEVIL DESIRE,2006,R
230,DIARY PANIC,2006,G
231,DINOSAUR SECRETARY,2006,R
232,DIRTY ACE,2006,NC-17
233,DISCIPLE MOTHER,2006,PG
234,DISTURBING SCARFACE,2006,R
235,DIVIDE MONSTER,2006,PG-13
236,DIVINE RESURRECTION,2006,R
237,DIVORCE SHINING,2006,G
238,DOCTOR GRAIL,2006,G
239,DOGMA FAMILY,2006,G
240,DOLLS RAGE,2006,PG-13
241,DONNIE ALLEY,2006,NC-17
242,DOOM DANCING,2006,R
243,DOORS PRESIDENT,2006,NC-17
244,DORADO NOTTING,2006,NC-17
245,DOUBLE WRATH,2006,R
246,DOUBTFIRE LABYRINTH,2006,R
247,DOWNHILL ENOUGH,2006,G
248,DOZEN LION,2006,NC-17
249,DRACULA CRYSTAL,2006,G
250,DRAGON SQUAD,2006,NC-17
251,DRAGONFLY STRANGERS,2006,NC-17
252,DREAM PICKUP,2006,PG
253,DRIFTER COMMANDMENTS,2006,PG-13
254,DRIVER ANNIE,2006,PG-13
255,DRIVING POLISH,2006,NC-17
256,DROP WATERFRONT,2006,R
257,DRUMLINE CYCLONE,2006,G
258,DRUMS DYNAMITE,2006,PG
259,DUCK RACER,2006,NC-17
260,DUDE BLINDNESS,2006,G
261,DUFFEL APOCALYPSE,2006,G
262,DUMBO LUST,2006,NC-17
263,DURHAM PANKY,2006,R
264,DWARFS ALTER,2006,G
265,DYING MAKER,2006,PG
266,DYNAMITE TARZAN,2006,PG-13
267,EAGLES PANKY,2006,NC-17
268,EARLY HOME,2006,NC-17
269,EARRING INSTINCT,2006,R
270,EARTH VISION,2006,NC-17
271,EASY GLADIATOR,2006,G
272,EDGE KISSING,2006,NC-17
273,EFFECT GLADIATOR,2006,PG
274,EGG IGBY,2006,PG
275,EGYPT TENENBAUMS,2006,PG
276,ELEMENT FREDDY,2006,NC-17
277,ELEPHANT TROJAN,2006,PG-13
278,ELF MURDER,2006,NC-17
279,ELIZABETH SHANE,2006,NC-17
280,EMPIRE MALKOVICH,2006,G
281,ENCINO ELF,2006,G
282,ENCOUNTERS CURTAIN,2006,NC-17
283,ENDING CROWDS,2006,NC-17
284,ENEMY ODDS,2006,NC-17
285,ENGLISH BULWORTH,2006,PG-13
286,ENOUGH RAGING,2006,NC-17
287,ENTRAPMENT SATISFACTION,2006,R
288,ESCAPE METROPOLIS,2006,R
289,EVE RESURRECTION,2006,G
290,EVERYONE CRAFT,2006,PG
291,EVOLUTION ALTER,2006,PG-13
292,EXCITEMENT EVE,2006,G
293,EXORCIST STING,2006,G
294,EXPECATIONS NATURAL,2006,PG-13
295,EXPENDABLE STALLION,2006,PG
296,EXPRESS LONELY,2006,R
297,EXTRAORDINARY CONQUERER,2006,G
298,EYES DRIVING,2006,PG-13
299,FACTORY DRAGON,2006,PG-13
300,FALCON VOLUME,2006,PG-13
301,FAMILY SWEET,2006,R
302,FANTASIA PARK,2006,G
303,FANTASY TROOPERS,2006,PG-13
304,FARGO GANDHI,2006,G
305,FATAL HAUNTED,2006,PG
306,FEATHERS METAL,2006,PG-13
307,FELLOWSHIP AUTUMN,2006,NC-17
308,FERRIS MOTHER,2006,PG
309,FEUD FROGMEN,2006,R
310,FEVER EMPIRE,2006,R
311,FICTION CHRISTMAS,2006,PG
312,FIDDLER LOST,2006,R
313,FIDELITY DEVIL,2006,G
314,FIGHT JAWBREAKER,2006,R
315,FINDING ANACONDA,2006,R
316,FIRE WOLVES,2006,R
317,FIREBALL PHILADELPHIA,2006,PG
318,FIREHOUSE VIETNAM,2006,G
319,FISH OPUS,2006,R
320,FLAMINGOS CONNECTICUT,2006,PG-13
321,FLASH WARS,2006,NC-17
322,FLATLINERS KILLER,2006,G
323,FLIGHT LIES,2006,R
324,FLINTSTONES HAPPINESS,2006,PG-13
325,FLOATS GARDEN,2006,PG-13
326,FLYING HOOK,2006,NC-17
327,FOOL MOCKINGBIRD,2006,PG
328,FOREVER CANDIDATE,2006,NC-17
329,FORREST SONS,2006,R
330,FORRESTER COMANCHEROS,2006,NC-17
331,FORWARD TEMPLE,2006,NC-17
332,FRANKENSTEIN STRANGER,2006,NC-17
333,FREAKY POCUS,2006,R
334,FREDDY STORM,2006,NC-17
335,FREEDOM CLEOPATRA,2006,PG-13
336,FRENCH HOLIDAY,2006,PG
337,FRIDA SLIPPER,2006,R
338,FRISCO FORREST,2006,PG
339,FROGMEN BREAKING,2006,R
340,FRONTIER CABIN,2006,PG-13
341,FROST HEAD,2006,PG
342,FUGITIVE MAGUIRE,2006,R
343,FULL FLATLINERS,2006,PG
344,FURY MURDER,2006,PG-13
345,GABLES METROPOLIS,2006,PG
346,GALAXY SWEETHEARTS,2006,R
347,GAMES BOWFINGER,2006,PG-13
348,GANDHI KWAI,2006,PG-13
349,GANGS PRIDE,2006,PG-13
350,GARDEN ISLAND,2006,G
351,GASLIGHT CRUSADE,2006,PG
352,GATHERING CALENDAR,2006,PG-13
353,GENTLEMEN STAGE,2006,NC-17
354,GHOST GROUNDHOG,2006,G
355,GHOSTBUSTERS ELF,2006,R
356,GIANT TROOPERS,2006,R
357,GILBERT PELICAN,2006,G
358,GILMORE BOILED,2006,R
359,GLADIATOR WESTWARD,2006,PG
360,GLASS DYING,2006,G
361,GLEAMING JAWBREAKER,2006,NC-17
362,GLORY TRACY,2006,PG-13
363,GO PURPLE,2006,R
364,GODFATHER DIARY,2006,NC-17
365,GOLD RIVER,2006,R
366,GOLDFINGER SENSIBILITY,2006,G
367,GOLDMINE TYCOON,2006,R
368,GONE TROUBLE,2006,R
369,GOODFELLAS SALUTE,2006,PG
370,GORGEOUS BINGO,2006,R
371,GOSFORD DONNIE,2006,G
372,GRACELAND DYNAMITE,2006,R
373,GRADUATE LORD,2006,G
374,GRAFFITI LOVE,2006,PG
375,GRAIL FRANKENSTEIN,2006,NC-17
376,GRAPES FURY,2006,G
377,GREASE YOUTH,2006,G
378,GREATEST NORTH,2006,NC-17
379,GREEDY ROOTS,2006,R
380,GREEK EVERYONE,2006,PG
381,GRINCH MASSAGE,2006,R
382,GRIT CLOCKWORK,2006,PG
383,GROOVE FICTION,2006,NC-17
384,GROSSE WONDERFUL,2006,R
385,GROUNDHOG UNCUT,2006,PG-13
386,GUMP DATE,2006,NC-17
387,GUN BONNIE,2006,G
388,GUNFIGHT MOON,2006,NC-17
389,GUNFIGHTER MUSSOLINI,2006,PG-13
390,GUYS FALCON,2006,R
391,HALF OUTFIELD,2006,PG-13
392,HALL CASSIDY,2006,NC-17
393,HALLOWEEN NUTS,2006,PG-13
394,HAMLET WISDOM,2006,R
395,HANDICAP BOONDOCK,2006,R
396,HANGING DEEP,2006,G
397,HANKY OCTOBER,2006,NC-17
398,HANOVER GALAXY,2006,NC-17
399,HAPPINESS UNITED,2006,G
400,HARDLY ROBBERS,2006,R
401,HAROLD FRENCH,2006,NC-17
402,HARPER DYING,2006,G
403,HARRY IDAHO,2006,PG-13
404,HATE HANDICAP,2006,PG
405,HAUNTED ANTITRUST,2006,NC-17
406,HAUNTING PIANIST,2006,R
407,HAWK CHILL,2006,PG-13
408,HEAD STRANGER,2006,R
409,HEARTBREAKERS BRIGHT,2006,G
410,HEAVEN FREEDOM,2006,PG
411,HEAVENLY GUN,2006,NC-17
412,HEAVYWEIGHTS BEAST,2006,G
413,HEDWIG ALTER,2006,NC-17
414,HELLFIGHTERS SIERRA,2006,PG
415,HIGH ENCINO,2006,R
416,HIGHBALL POTTER,2006,R
417,HILLS NEIGHBORS,2006,G
418,HOBBIT ALIEN,2006,PG-13
419,HOCUS FRIDA,2006,G
420,HOLES BRANNIGAN,2006,PG
421,HOLIDAY GAMES,2006,PG-13
422,HOLLOW JEOPARDY,2006,NC-17
423,HOLLYWOOD ANONYMOUS,2006,PG
424,HOLOCAUST HIGHBALL,2006,R
425,HOLY TADPOLE,2006,R
426,HOME PITY,2006,R
427,HOMEWARD CIDER,2006,R
428,HOMICIDE PEACH,2006,PG-13
429,HONEY TIES,2006,R
430,HOOK CHARIOTS,2006,G
431,HOOSIERS BIRDCAGE,2006,G
432,HOPE TOOTSIE,2006,NC-17
433,HORN WORKING,2006,PG
434,HORROR REIGN,2006,R
435,HOTEL HAPPINESS,2006,PG-13
436,HOURS RAGE,2006,NC-17
437,HOUSE DYNAMITE,2006,R
438,HUMAN GRAFFITI,2006,NC-17
439,HUNCHBACK IMPOSSIBLE,2006,PG-13
440,HUNGER ROOF,2006,G
441,HUNTER ALTER,2006,PG-13
442,HUNTING MUSKETEERS,2006,NC-17
443,HURRICANE AFFAIR,2006,PG
444,HUSTLER PARTY,2006,NC-17
445,HYDE DOCTOR,2006,G
446,HYSTERICAL GRAIL,2006,PG
447,ICE CROSSING,2006,R
448,IDAHO LOVE,2006,PG-13
449,IDENTITY LOVER,2006,PG-13
450,IDOLS SNATCHERS,2006,NC-17
451,IGBY MAKER,2006,NC-17
452,ILLUSION AMELIE,2006,R
453,IMAGE PRINCESS,2006,PG-13
454,IMPACT ALADDIN,2006,PG-13
455,IMPOSSIBLE PREJUDICE,2006,NC-17
456,INCH JET,2006,NC-17
457,INDEPENDENCE HOTEL,2006,NC-17
458,INDIAN LOVE,2006,NC-17
459,INFORMER DOUBLE,2006,NC-17
460,INNOCENT USUAL,2006,PG-13
461,INSECTS STONE,2006,NC-17
462,INSIDER ARIZONA,2006,NC-17
463,INSTINCT AIRPORT,2006,PG
464,INTENTIONS EMPIRE,2006,PG-13
465,INTERVIEW LIAISONS,2006,R
466,INTOLERABLE INTENTIONS,2006,PG-13
467,INTRIGUE WORST,2006,G
468,INVASION CYCLONE,2006,PG
469,IRON MOON,2006,PG
470,ISHTAR ROCKETEER,2006,R
471,ISLAND EXORCIST,2006,NC-17
472,ITALIAN AFRICAN,2006,G
473,JACKET FRISCO,2006,PG-13
474,JADE BUNCH,2006,NC-17
475,JAPANESE RUN,2006,G
476,JASON TRAP,2006,NC-17
477,JAWBREAKER BROOKLYN,2006,PG
478,JAWS HARRY,2006,G
479,JEDI BENEATH,2006,PG
480,JEEPERS WEDDING,2006,R
481,JEKYLL FROGMEN,2006,PG
482,JEOPARDY ENCINO,2006,R
483,JERICHO MULAN,2006,NC-17
484,JERK PAYCHECK,2006,NC-17
485,JERSEY SASSY,2006,PG
486,JET NEIGHBORS,2006,R
487,JINGLE SAGEBRUSH,2006,PG-13
488,JOON NORTHWEST,2006,NC-17
489,JUGGLER HARDLY,2006,PG-13
490,JUMANJI BLADE,2006,G
491,JUMPING WRATH,2006,NC-17
492,JUNGLE CLOSER,2006,NC-17
493,KANE EXORCIST,2006,R
494,KARATE MOON,2006,PG-13
495,KENTUCKIAN GIANT,2006,PG
496,KICK SAVANNAH,2006,PG-13
497,KILL BROTHERHOOD,2006,G
498,KILLER INNOCENT,2006,R
